Manual order,Kosambi,Mādhavānanda,Gopinath1896-img,Gopinath1914-img,Gopinath-num,SB spardha num,SB spardha text (some hyphens and spaces added),GRETIL,Ryder,Tawney n,Tawney
157,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-222.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-216.jpg,153,,,"
                srajo hṛdy āmodā vyajana-pavanaś candra-kiraṇāḥ
                parāgaḥ kāsāro malayaja-rajaḥ śīdhu viśadam |
                śuciḥ saudhotsaṅgaḥ pratanu vasanaṃ paṅkaja-dṛśo
                nidāgha-rtāv etad vilasati labhante sukṛtinaḥ || BharSt_2.88 ||
            ",,,
158,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-223.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-217.jpg,154,,,"
                sudhā-śubhraṃ dhāma sphurad-amala-raśmiḥ śaśadharaḥ
                priyā-vaktrāmbhojaṃ malayaja-rajaś cātisurabhiḥ |
                srajo hṛdyāmodās tad idam akhilaṃ rāgiṇi jane
                karoty antaḥ kṣobhaṃ na tu viṣaya-saṃsarga-vimukhe || BharSt_2.89 ||
            ",,,
159,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-224.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-218.jpg,155,,,"
                taruṇī-veṣoddīpita-kāmā
                vikasaj-jātī-puṣpa-sugandhiḥ |
                unnata-pīna-payodhara-bhārā
                prāvṛṭ tanute kasya na harṣam || BharSt_2.90 ||
            ",,,
160,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-225.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-219.jpg,156,,,"
                viyad-upacita-meghaṃ bhūmayaḥ kandalinyo
                nava-kuṭaja-kadambāmodino gandhavāhāḥ |
                śikhi-kula-kala-kekārāvaramyā vanāntāḥ
                sukhinam asukhinaṃ vā sarvam utkaṇṭhayanti || BharSt_2.91 ||
            ",,,
161,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-226.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-220.jpg,157,,,"
                upari ghanaṃ ghana-paṭalaṃ
                tiryag girayo 'pi nartita-mayūrāḥ |
                kṣitir api kandala-dhavalā
                dṛṣṭiṃ pathikaḥ kva pātayati || BharSt_2.92 ||
            ",,,
162,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-227.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-221.jpg,158,,,"
                ito vidyud-vallī-vilasitam itaḥ ketaki-taroḥ
                sphuran gandhaḥ prodyaj-jalada-ninada-sphūrjitam itaḥ |
                itaḥ keki-krīḍā-kala-kala-ravaḥ pakṣmala-dṛśāṃ
                kathaṃ yāsyanty ete viraha-divasāḥ sambhṛta-rasāḥ || BharSt_2.93 ||
            ",,,
163,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-228.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-222.jpg,159,,,"
                asūci-sañcāre tamasi nabhasi prauḍha-jaladadhvani-
                prājñaṃmanye patati pṛṣatānāṃ ca nicaye |
                idaṃ saudāminyāḥ kanaka-kamanīyaṃ vilasitaṃ
                mudaṃ ca mlāniṃ ca prathayati pathi svaira-sudṛśām || BharSt_2.94 ||
            ",,,
164,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-229.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-223.jpg,160,,,"
                āsāreṇa na harmyataḥ priyatamair yātuṃ bahiḥ śakyate
                śītotkampa-nimittam āyata-dṛśā gāḍhaṃ samāliṅgyate |
                jātāḥ śīkara-śītalāś ca marutor atyanta-kheda-cchido
                dhanyānāṃ bata durdinaṃ sudinatāṃ yāti priyā-saṅgame || BharSt_2.95 ||
            ","
                THE RAINS

                And when the rainy days are come,
                Your lady-love must stay at home;
                She clings to you, a little bold
                Because she shivers with the cold;
                The breeze is fresh with heaven's spray
                And drives her lassitude away:
                When happy lovers are together,
                The rainy time is fairest weather.
            ",,
165,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-230.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-224.jpg,161,,,"
                ardhaṃ suptvā niśāyāḥ sarabhasa-suratāyāsa-sanna-ślathāṅgaprodbhūtāsahya-
                tṛṣṇo madhu-mada-nirato harmya-pṛṣṭhe vivikte |
                sambhoga-klānta-kāntā-śithila-bhuja-latā-varjitaṃ karkarīto
                jyotsnābhinnāccha-dhāraṃ pibati na salilaṃ śāradaṃ manda-puṇyaḥ || BharSt_2.96 ||
            ",,,
166,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-231.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-225.jpg,162,,,"
                hemante dadhi-dugdha-sarpir aśanā māñjiṣṭha-vāso-bhṛtaḥ
                kāśmīra-drava-sāndra-digdha-vapuṣaś chinnā vicitrai rataiḥ |
                vṛttoru-stana-kāminojana-kṛtāśleṣā gṛhābhyantare
                tāmbūlī-dala-pūga-pūrita-mukhā dhanyāḥ sukhaṃ śerate || BharSt_2.97 ||
            ",,,
167,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-232.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-226.jpg,163,,,"
                cumbanto gaṇḍa-bhittīr alakavati mukhe sītkṛtāny ādadhānā
                vakṣaḥ-sūtkañcukeṣu stana-bhara-pulakodbhedam āpādayantaḥ |
                ūrū-nākampayantaḥ pṛthu-jaghana-taṭāt sraṃsayanto 'ṃśukāni
                vyaktaṃ kāntā-janānāṃ viṭa-carita-bhṛtaḥ śaiśirā vānti vātāḥ || BharSt_2.99 ||
            ",,,
168,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-233.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-227.jpg,164,,,"
                keśānākulayan dṛśo mukulayan vāso balād ākṣipann
                ātanvan pulakodgamaṃ prakaṭayann āvega-kampaṃ śanaiḥ |
                bāraṃ bāram udāra-sītkṛta-kṛto danta-cchadān pīḍayan
                prāyaḥ śaiśira eṣa samprati marut kāntāsu kāntāyate || BharSt_2.100 ||
            ","
                THE APRIL WIND

                The wind of April is a lover bold:
                He makes the women shiver hot and cold;
                He shuts their eyes, he rumples up their hair,
                And catches rudely at the gowns they wear;
                Time after time he presses pretty lips
                From which a cry indignant-joyful slips.
            ",,
169,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-234.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-228.jpg,165,,,"
                asārāḥ sarve te virati-virasāḥ pāpa-viṣayā
                jugupsyantāṃ yad vā nanu sakala-doṣāspadam iti |
                tathāpy etad-bhūmau nahi para-hitāt puṇyam adhikaṃ
                na cāsmin saṃsāre kuvalaya-dṛśo ramyam aparam || BharSt_2.35 ||
            ",,,
170,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-235.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-229.jpg,166,,,"
                bhavanto vedāntapraṇihitadhiyā māptaguravo
                vicitrālāpānāṃ vayamapi kavīnāmanucarāḥ |
                tathāpyetad brūmo nahi parahitāt puṇyamadhikaṃ
                na cāsmin saṃsāre kuvalayadṛśo ramyamaparam ||
            ","
                THE BEAUTIFUL AND THE GOOD

                You are a teacher of the youth
                Who master philosophic truth;
                I seek in the poetic art
                What charms and ravishes the heart.
                Yet we are honest and we see
                The only good is charity;
                And nothing charms us, fools or wise,
                Except a maid with lotus-eyes.
            ",,
171,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-236.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-230.jpg,167,,,"
                kim iha bahubhir uktair yukti-śūnyaiḥ pralāpair
                dvayam iha puruṣāṇāṃ sarvadā sevanīyam |
                abhinava-mada-līlā-lālasaṃ sundarīṇāṃ
                stana-bhara-parikhinnaṃ yauvanaṃ vā vanaṃ vā || BharSt_2.39 ||
            ","
                THE TWO THINGS THAT MATTER

                Why all this talk and foolish chatter?
                There are just two things that really matter:
                A buxom, young, and frisky wife;
                Or else a lonely forest-life.              
            ",,
172,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-237.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-231.jpg,168,,,"
                satyaṃ janā vacmi na pakṣa-pātāl
                lokeṣu saptasv api tathyam etat |
                nānyan manohāri nitambinībhyo
                duḥkhaika-hetur na ca kaścid anyaḥ || BharSt_2.40 ||
            ","
                WHAT DELIGHTS AND HURTS

                It is the truth sans prejudice I speak;
                  Ye people, heed this truth forever true;
                All that delights in women you must seek,
                  And all that hurts, you find in women too.
            ",,
173,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-238.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-232.jpg,169,,,"
                tāvad eva kṛtinām api sphuratyeṣa
                nirmala-viveka-dīpakaḥ |
                yāvad eva na kuraṅga-cakṣuṣāṃ
                tāḍyate caṭula-locanāñcalaiḥ || BharSt_2.70 ||
            ",,,
174,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-239.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-233.jpg,170,,,"
                vacasi bhavati saṅga-tyāgam uddiśya vārtā
                śruti-mukhara-mukhānāṃ kevalaṃ paṇḍitānām |
                jaghanam aruṇa-ratna-granthi-kāñcī-kalāpaṃ
                kuvalaya-nayanānāṃ ko vihātuṃ samarthaḥ || BharSt_2.71 ||
            ","
                The pious scholar talks and talks
                Of leaving girls alone;
              With tinkling girdle in She walks
                And he must change his tone.
            ",,
175,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-240.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-234.jpg,171,,,"
                sva-para-pratārako 'sau
                nindati yo 'līka-paṇḍito yuvatīḥ |
                yasmāt tapaso 'pi phalaṃ
                svargaḥ svarge 'pi cāpsarasaḥ || BharSt_2.72 ||
            ","
                THE WISE MISOGYNIST

                The wise misogynist, poor soul,
                To self-deceit is given;
                For heaven rewards his self-conrrol,
                And women swarm in heaven.
            ",,
176,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-241.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-235.jpg,172,,,"
                mattebha-kumbha-dalane bhuvi santi dhīrāḥ
                kecit pracaṇḍa-mṛga-rāja-vadhe 'pi dakṣāḥ |
                kintu bravīmi balināṃ purataḥ prasahya
                kandarpa-darpa-dalane viralā manuṣyāḥ || BharSt_2.73 ||
            ","
                THE BRAVEST OF THE BRAVE

                A few brave men pursue
                  Rogue elephants to death;
                There are a braver few
                  Who stop the lion's breath;
                The bravest of the brave-
                  And fewer yet they prove-
                Are they who can enslave
                  The haughty god of love.              
            ",,
177,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-242.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-236.jpg,173,,,"
                san-mārge tāvad āste prabhavati ca naras tāvad evendriyāṇāṃ
                lajjāṃ tāvad vidhatte vinayam api samālambate tāvad eva |
                bhrū-cāpākṛṣṭa-muktāḥ śravaṇa-patha-gatā nīla-pakṣmāṇa ete
                yāval līlāvatīnāṃ hṛdi na dhṛtimuṣo dṛṣṭi-bāṇāḥ patanti || BharSt_2.74 ||
            ",,,
178,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-243.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-237.jpg,174,,,"
                unmatta-prema-saṃrambhād
                ārabhante yad-aṅganāḥ |
                tatra pratyūham ādhātuṃ
                brahmāpi khalu kātaraḥ || BharSt_2.75 ||
            ","
                WHEN WOMAN WILLS

                When loving woman wants her way.
                God hesitates to say her nay.              
            ",,
179,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-244.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-238.jpg,175,,,"
                tāvan mahattvaṃ pāṇḍityaṃ
                kulīnatvaṃ vivekitā |
                yāvaj jvalati nāṅgeṣu
                hataḥ pañceṣu-pāvakaḥ || BharSt_2.76 ||
            ","
                FLAMING BANNERS

                Learning and dignity,
                  Wisdom and manners
                Last till the god of love
                  Plants flaming banners.              
            ",,
180,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-245.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-239.jpg,176,,,"
                śāstrajño 'pi praguṇi-tanayo 'tyānta-bādhāpi bāḍhaṃ
                saṃsāre 'smin bhavati viralo bhājanaṃ sad-gatīnām |
                yenaitasmin niraya-nagara-dvāram udghāṭayantī
                vāmākṣīṇāṃ bhavati kuṭilā bhrū-latā kuñcikeva || BharSt_2.77 ||
            ","
                WHERE EDUCATION FAILS

                Though many youths a training get
                In law, religion, etiquette,
                Why are there few whose actions would,
                Interpreted, seem wholly good?
              
                Some arching brow is sure to be
                As cunning as a master-key,
                That serves its purpose passing well
                In flinging wide the gates of hell.
            ",,
181,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-246.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-240.jpg,177,,,"
                kṛśaḥ kāṇaḥ khañjaḥ śravaṇa-rahitaḥ puccha-vikalo
                vraṇī pūya-klinnaḥ kṛmi-kula-śatair āvṛta-tanuḥ |
                kṣudhā kṣāmo jīrṇaḥ piṭharaka-kapālārpita-galaḥ
                śunīm anveti śvā hatam api ca hanty eva madanaḥ || BharSt_2.78 ||
            ",,,
